nasa_yuwe,nasa_yuwe_raw,spanish,english,pos,semantic_domain,notes,sources,n_sources
"ejnd u'jni- , quiwe ẽseni","ejnd u'jni- , quiwe ẽseni",temblor (de tierra) (m),,,,,broomva_test,1
ejnd u’j-,ejnd u’j-,"haber temblor, terremoto",,verb intransitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ejnz,ejnz,el verano,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"ejnz, enz en, sec en","ejnz, enz en, sec en",verano (m),,,,,"broomva_train,paper_2024",2
ejwa,ejwa,el cucharón (de madera),,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,living_dictionaries,paper_2024,swarthmore_talking",4
ejy,ejy,la peña,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
"ejy saapajcy-, ejy upe-","ejy saapajcy-, ejy upe-",derrumbarse (v.r),,,,,"broomva_train,paper_2024",2
ejy u'cj,ejy u'cj,derrumbe (m),,,,,"broomva_validation,paper_2024",2
ejy u'j-,ejy u'j-,haber derrumbe,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ejy u’j-,ejy u’j-,haber derrumbe,,verb intransitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
"ejéw-, iicjéw-, jycjéw-","ejéw-, iicjéw-, jycjéw-",pasar,,,,,paper_2024,1
"ejẽw-, iicjẽw-, jycjẽw-","ejẽw-, iicjẽw-, jycjẽw-",pasar (v.t),,,,,broomva_test,1
"el apichi, tlaapichi","el apichi, tlaapichi",trapiche (m),,,,,"broomva_test,paper_2024",2
ele,ele,cosquillas,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
en,en,"el día, tiempo",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
en ewuu-,en ewuu-,hacer buen tiempo (v.i),,,,,"broomva_train,paper_2024",2
en ewúu-,en ewúu-,componerse,,,,,paper_2024,1
en ewũu-,en ewũu-,componerse (el tiempo),,,,,broomva_validation,1
"en ji'pj-, tundu-","en ji'pj-, tundu-",tener tiempo (v.i),,,,,"broomva_train,paper_2024",2
en áj-,en áj-,llegar la hora,,,,,paper_2024,1
en ãj-,en ãj-,llegar la hora (v.i),,,,,broomva_train,1
enda-,enda-,flotar,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
enz en,enz en,tiemp de verano,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
enzh,enzh,aguado,,adj,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"enzh, shul","enzh, shul'",aguado (adj),,,,,"broomva_train,paper_2024",2
epsa,epsa,el rastrojo,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"epsa, scuutyj dyi'tj ej","epsa, scuutyj dyi'tj ej",rastrojo (m),,,,,"broomva_train,paper_2024",2
ete yuwe dukhsa,ete Yuwe Dukhsa,"representante, vocero de la cámara alta",,,,,"broomva_train,paper_2024",2
ets,ets,"la hoja (de árbol o planta), el papel",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,broomva_train,living_dictionaries,paper_2024,swarthmore_talking",5
etse,etse,frío,,"noun, adjective",,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
etse yuu,etse yuu,hacer frío,,verb impersonal,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
etse yuu-,etse yuu-,hacer frío (v.i),,,,,"broomva_train,paper_2024",2
etste caashi’j-,etste caashi’j-,asentar partida (v.t),,,,,"broomva_validation,paper_2024",2
etste pa'ya-,etste pa'ya-,pasar lista (v.t),,,,,"broomva_train,paper_2024",2
etste ásh-,etste ásh-,apuntar,,,,,paper_2024,1
etste ãsh-,etste ãsh-,apuntar (por escrito) (v.t),,,,,broomva_validation,1
ew,ew,"bien, bueno",,"adjective, adverb",,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_validation,living_dictionaries,paper_2024,swarthmore_talking",4
ew nwéese'jsa,ew nwéese'jsa,obediente,,,,,paper_2024,1
ew nwẽese'jsa,ew nwẽese'jsa,obediente (adj),,,,,broomva_validation,1
ew pa'j-,ew pa'j-,venir (ajustarse) (v.i),,,,,"broomva_test,paper_2024",2
ew yúu-,ew yúu-,hacer bien,,,,,paper_2024,1
ew yũu-,ew yũu-,hacer bien (v.t),,,,,broomva_train,1
ew yũuna,ew yũuna,haciendo bien,,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"ew, ewsa","ew, ewsa",bueno (adj),,,,,"broomva_test,paper_2024",2
ewcha,ewcha,!Hola! (saludando a un hombre),,int,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"ewcha, ewchacue","ewcha, ewchacue",hola! (Interj),,,,,"broomva_test,paper_2024",2
ewchacue,ewchacue,!Hola! (saludando a una mujer o a varias personas),,int,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ewmeesa,ewmeesa,mal (m),,,,,"broomva_validation,paper_2024",2
"ewmeesa, canzh","ewmeesa, canzh",malo (adj),,,,,"broomva_train,paper_2024",2
ewmeete neeyúu-,ewmeete neeyúu-,ser condenado,,,,,paper_2024,1
ewmeete neeyũu-,ewmeete neeyũu-,ser condenado,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ewmeete neeyũu- (lit. quedar en mal,ewmeete neeyũu- (lit. quedar en mal),ser condenado (v.i),,,,,broomva_train,1
ewmeete nvijt-,ewmeete nvijt-,condenar (v.t),,,,,"broomva_validation,paper_2024",2
ewmeete nyijt-,ewmeete nyijt-,condenar,,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ewmée,ewmée,malo,,"adjective, adverb",,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,paper_2024,swarthmore_talking",3
"ewmée tutje-, canzh tutje-","ewmée tutje-, canzh tutje-",levantar mala fama,,,,,paper_2024,1
ewmée yaacyni,ewmée yaacyni,malicia,,,,,paper_2024,1
"ewmée yuu-, pcalte wete-","ewmée yuu-, pcalte wete-",pecar,,,,,paper_2024,1
ewmée yuwe ús-,ewmée yuwe ús-,acusar,,,,,paper_2024,1
ewmée yúu-,ewmée yúu-,hacer mal,,,,,paper_2024,1
ewmée yũuna,ewmée yũuna,haciendo mal,,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ewmẽe,ewmẽe,mal (adv),,,,,broomva_train,1
"ewmẽe tutje-, canzh tutje-","ewmẽe tutje-, canzh tutje-",levantar mala fama,,,,,broomva_test,1
ewmẽe yaacyni,ewmẽe yaacyni,malicia (f),,,,,broomva_train,1
"ewmẽe yuu-, pcalte wete-","ewmẽe yuu-, pcalte wete-",pecar (v.i),,,,,broomva_train,1
ewmẽe yuwe ũs-,ewmẽe yuwe ũs-,acusar (v.t),,,,,broomva_train,1
ewmẽe yũu-,ewmẽe yũu-,hacer mal (v.t),,,,,broomva_test,1
"ewna jí-, ewa' j í-","ewna jí-, ewa' j í-",aprobar (v.t),,,,,"broomva_train,paper_2024",2
ewsa,ewsa,"bueno, fino",,"noun, adjective",,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
ewte neeyuu-,ewte neeyuu-,quedar libre (v.i),,,,,"broomva_test,paper_2024",2
ewte neeyúu-,ewte neeyúu-,salvarse,,,,,paper_2024,1
ewte neeyũu-,ewte neeyũu-,ser salvo,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,swarthmore_talking",3
ewte neeyũu- (lit. quedar en bien,ewte neeyũu- (lit. quedar en bien),ser salvo (v.i),,,,,broomva_train,1
ewte nvijt-,ewte nvijt-,Salvar,,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
ewuní,ewuní,el poder,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ewuu,ewuu,poder,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ewuu-,ewuu-,"mejorarse, componerse (el tiempo)",,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ewúu-,ewúu-,componerse,,,,,paper_2024,1
ewũu-,ewũu-,componerse (v.i),,,,,broomva_train,1
e’cy,e’cy,la leña,,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’nz,e’nz,dos,,adjetivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’nze’nz,e’nze’nz,de dos en dos,,adjetivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’nzíi,e’nzíi,ambos,,adjetivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’s,e’s,"atrás, detrás",,adverbio,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’shavy,e’shavy,oso,,sustantivo,,Hablante: Francy Yanet,swarthmore_talking,1
"e’shi-, e’shi’ji-","e’shi-, e’shi’ji-",tener hipo,,verb intransitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’shwee,e’shwee,la tosferina (la tos ferina),,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
"e’ste u’j-, e’ste yuj-","e’ste u’j-, e’ste yuj-",seguir,,verb intransitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’stewe’sh,e’stewe’sh,"menor, segundo",,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’su,e’su,después (posterioridad de tiempo),,adverbio,,Hablante: Francy Yanet,swarthmore_talking,1
e’swe’sh,e’swe’sh,descendiente,,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
"e’ts, e’tscuẽ","e’ts, e’tscuẽ","esmeralda, colibrí (ave)",,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
e’tscuẽ,e’tscuẽ,"colibrí, esmeralda",,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
f'i'n'i pe'la 10. waas yuwe' kulubyate nasa h'ukaysahi'. napa nasa kiweka' kwe's' yuwe' k'a'weysaic'a'. naa nasasa c'habsu' e'z yuewetey kapiya'wa'ha,F'i'n'i pe'la 10. Waas yuwe' Kulubyate nasa h'ukaysahi'. Napa nasa kiweka' kwe's' yuwe' k'a'weysaic'a'. Naa nasasa c'habsu' e'z yuewetey kapiya'wa'ha'.,Artículo 10. El castellano es el idioma oficial de Colombia. Las lenguas y dialectos de los grupos étnicos son también oficiales en sus territorios. La enseñanza que se imparta en las comunidades con tradiciones lingiísticas propias será bilíngue.,,,,,paper_2024,1
f'i'n'i pe'la 11. kwe's'a' ít'i u'hu hi'ptha'w'. kimyuhpa ikhya' ewuumena. sa' kikhe'ya'pa ewuwa'mesa'. ec ne'hwe's'te' makwe yuuwetepa ikhkahacme,F'i'n'i pe'la 11. Kwe's'a' ít'i u'hu hi'ptha'w'. Kimyuhpa ikhya' ewuumena. Sa' kikhe'ya'pa ewuwa'mesa'. Ec Ne'hwe's'te' makwe yuuwetepa ikhkahacme'.,Artículo 11. El derecho a la vida es inviolable. No habrá pena de muerte.,,,,,paper_2024,1
"f'i'n'i pe'la 12. kimyuhpa nasa nwe's'a's huuna' uwec'a í'suthya' ewumena, pk'uya', pápaya', kyac'hi'ya', ithaakwe kuk'the' yuuna, kaythameya' ewumena","F'i'n'i pe'la 12. Kimyuhpa nasa nwe's'a's huuna' uwec'a í'suthya' ewumena, pk'uya', pápaya', kyac'hi'ya', ithaakwe kuk'the' yuuna, kaythameya' ewumena.","Artículo 12. Nadie será sometido a desaparición forzada, a torturas ni a tratos o penas crueles, inhumanos o degradantes.",,,,,paper_2024,1
f'i'n'i pe'la 17. maa nasayuhpa's k'ultec'a kaselpi'wa'me' nasanwe's'a's ma'weteyuhpa,F'i'n'i pe'la 17. Maa nasayuhpa's k'ultec'a kaselpi'wa'me' nasanwe's'a's ma'weteyuhpa.,"Artículo 17. Se prohiben la esclavitud, la servidumbre y la trata de seres humanos en todas sus formas.",,,,,paper_2024,1
f'i'n'i pe'la 18. nasa' peek' úuste ma'we yaak'n'i' yuuwemesa'. kimyuhapa kihysu pekhakhena u'hupa'ka huunayuu pkhakh kaakwede'n'i u'hu hi'pme,F'i'n'i pe'la 18. Nasa' peek' úuste ma'we yaak'n'i' yuuwemesa'. Kimyuhapa kihysu pekhakhena u'hupa'ka huunayuu pkhakh kaakwede'n'i u'hu hi'pme'.,Artículo 18. Se garantiza la libertad de conciencia. Nadie será molestado por razón de sus convicciones o creencias ni compelido a revelarlas ni obligado a actuar contra su conciencia,,,,,paper_2024,1
"f'i'n'i pe'la 24. kulubya kiwete' maa nasapa pekuhna fi'zewa' hi'pa' ki' kasehna, ki u'kana ; mte fi'zeya' yuhuwec'a'pa yuhuwa'. mte kiwesupa pekuhn'i's ec ne'hwe's'hu yuhsa yuweyu pt'ihdeme ha'dayu","F'i'n'i pe'la 24. Kulubya kiwete' maa nasapa pekuhna fi'zewa' hi'pa' ki' kasehna, ki u'kana ; mte fi'zeya' yuhuwec'a'pa yuhuwa'. Mte kiwesupa Pekuhn'i's Ec Ne'hwe's'hu yuhsa yuweyu pt'ihdeme ha'dayu'.","Artículo 24. Todo colombiano, con las limitaciones que establezca la ley, tiene derecho a circular libremente por el territorio nacional, a entrar y salir de él, y a permanecer y residenciarse en Colombia.",,,,,paper_2024,1
"f'i'n'i pe'la 27. c'hab wala's ikahsa' thegu hi'pa' kapiya'sat', hiyuya' pakwen'it', kihyt'ipa kapiya'ha hi'pa' k'a'sa' kimyuhpa yupya' ewumet'na","F'i'n'i pe'la 27. C'Hab Wala's ikahsa' thegu hi'pa' kapiya'sat', hiyuya' pakwen'it', kihyt'ipa kapiya'ha hi'pa' k'a'sa' kimyuhpa yupya' ewumet'na.","Artículo 27. El Estado garantiza las libertades de enseñanza, aprendizaje, investigación y cátedra.",,,,,paper_2024,1
"f'i'n'i pe'la 7. naa kulubyate ec ne'hwe's'a' maa nasapa úuskiwe'n'i f'iiy f'iiy hi'psa nasat'pa k'ana'wec'ac'a ha'data' híc'ak nwe'we', naa kulubya kiwetewe's't'i","F'i'n'i pe'la 7. Naa Kulubyate Ec Ne'hwe's'a' maa nasapa úuskiwe'n'i f'iiy f'iiy hi'psa nasat'pa K'ana'wec'ac'a ha'data' híc'ak nwe'we', naa Kulubya kiwetewe's't'i.",Artículo 7. El Estado reconoce y protege la diversidad étnica y cultural de la Nación colombiana.,,,,,paper_2024,1
"f'i'n'i pe'la 7. naa kulubyate ec ne'hwe's'a' maa nasapa úuskiwe'n'i fiiy fiiy hi'psa nasat'pa k'ana'wec'ac'a ha'data' hic'ak nwe'we', naa kulubya kiwetewe's't'i","F'i'n'i pe'la 7. Naa Kulubyate Ec Ne'hwe's'a' maa nasapa úuskiwe'n'i fiiy fiiy hi'psa nasat'pa K'ana'wec'ac'a ha'data' hic'ak nwe'we', naa Kulubya kiwetewe's't'i.",Artículo 7. El Estado reconoce y protege la diversidad étnica y cultural de la Nación colombiana.,,,,,broomva_validation,1
"f'i'n'i pe'la 8. naa kulubyate npicthé'we's'ma't'yuu , maa nasama't'yuu napa h'ukaysa; maa maasahi úskiwe'n'imat'yuu, naa kiwete kihy kihypa ústa'; k'at'i' nwe'wena, ipe'hna f'i'ze hiptha'w","F'i'n'i pe'la 8. Naa Kulubyate npicthé'we's'ma't'yuu , maa nasama't'yuu napa h'ukaysa; maa maasahi úskiwe'n'imat'yuu, naa kiwete kihy kihypa ústa'; k'at'i' nwe'wena, ipe'hna f'i'ze hiptha'w.",Artículo 8. Es obligación del Estado y de las personas proteger las riquezas culturales y naturales de la Nación.,,,,,paper_2024,1
f'i'n'ipe'la,F'i'n'ipe'la,un pedazo escrito de,,,,,"broomva_train,paper_2024",2
f'id,f'id',parte de un todo que contiene diversos elementos relativos al mismo,,,,,"broomva_test,paper_2024",2
f'¡'n'i pe'la 10. waas yuwe' kulubyate nasa h'ukaysahi'. napa nasa kiweka' kwe's' yuwe' k'a'weysaic'a'. naa nasasa c'habsu' e'z yuewetey kapiya'wa'ha,"F'¡'n'i pe'la 10. Waas yuwe' Kulubyate nasa h'ukaysahi'. Napa nasa kiweka' kwe's' yuwe' k'a'weysaic'a'. Naa nasasa c'habsu' e'z yuewetey kapiya'wa'ha"".",Artículo 10. El castellano es el idioma oficial de Colombia. Las lenguas y dialectos de los grupos étnicos son también oficiales en sus territorios. La enseñanza que se imparta en las comunidades con tradiciones lingiísticas propias será bilíngiie.,,,,,broomva_train,1
